time,y,z,delta_y,delta_t,Vy,Impacto
0.0,-899.99853,780.00104,,,,
0.024,-899.99853,780.00104,0.0,0.024,0.0,-899.99853
0.048,-899.99853,780.00104,0.0,0.024,0.0,-899.99853
0.072,-899.95508,780.00085,0.043450000000007094,0.023999999999999994,1.8104166666669628,-899.3224413658354
0.096,-899.60974,780.00067,0.3453399999999647,0.024000000000000007,14.38916666666519,-894.5815368717526
0.12,-898.62982,780.00079,0.9799199999999928,0.023999999999999994,40.829999999999714,-884.3620351808868
0.144,-896.68445,780.00147,1.9453700000000254,0.023999999999999994,81.05708333333442,-868.3595657711253
0.168,-893.48584,780.00305,3.198609999999917,0.02400000000000002,133.2754166666631,-846.9135900201416
0.192,-888.96124,780.00537,4.524600000000078,0.023999999999999994,188.52500000000327,-823.082373161318
0.216,-883.112,780.0083,5.849240000000009,0.023999999999999994,243.71833333333376,-797.9461725086225
0.24,-875.93799,780.01178,7.174009999999953,0.023999999999999994,298.91708333333145,-771.4833090360778
0.264,-867.43897,780.01581,8.499019999999973,0.02400000000000002,354.1258333333319,-743.6919411268877
0.288,-857.61469,780.02026,9.824280000000044,0.023999999999999966,409.3450000000024,-714.5716731795252
0.312,-846.46484,780.02508,11.149850000000015,0.02400000000000002,464.5770833333335,-684.1213215848325
0.336,-833.98932,780.03021,12.47551999999996,0.02400000000000002,519.8133333333312,-652.3438439748713
0.36,-820.18781,780.03565,13.801510000000007,0.023999999999999966,575.0629166666678,-619.2357171160489
0.384,-805.06006,780.04126,15.127749999999992,0.02400000000000002,630.3229166666657,-584.7977102190572
0.408,-788.60602,780.047,16.454040000000077,0.023999999999999966,685.5850000000042,-549.0326853144286
0.432,-770.82544,780.05279,17.780579999999986,0.02400000000000002,740.8574999999988,-511.9374803716325
0.456,-751.71826,780.05853,19.10717999999997,0.02400000000000002,796.1324999999981,-473.51480181967366
0.48,-731.28442,780.06415,20.433840000000032,0.023999999999999966,851.4100000000026,-433.76458965855187
0.504,-709.52387,780.06958,21.760549999999967,0.02400000000000002,906.6895833333311,-392.6869394897991
0.528,-686.43665,780.07465,23.087220000000002,0.02400000000000002,961.9674999999992,-350.2832017271516
