0.00000,1036.09961,-899.99902,1180.00147 
0.02400,1036.09961,-899.99902,1180.00147 
0.04800,1036.09961,-899.99902,1180.00147 
0.07200,1036.09973,-899.95551,1180.00122 
0.09600,1036.10010,-899.61017,1180.00110 
0.12000,1036.10254,-898.63086,1180.00232 
0.14400,1036.10913,-896.68707,1180.00586 
0.16800,1036.12024,-893.49127,1180.01245 
0.19200,1036.13550,-888.97015,1180.02148 
0.21600,1036.15405,-883.12476,1180.03247 
0.24000,1036.17578,-875.95459,1180.04480 
0.26400,1036.19983,-867.45904,1180.05835 
0.28800,1036.22583,-857.63763,1180.07239 
0.31200,1036.25354,-846.48999,1180.08691 
0.33600,1036.28247,-834.01569,1180.10132 
0.36000,1036.31250,-820.21448,1180.11548 
0.38400,1036.34351,-805.08618,1180.12927 
0.40800,1036.37549,-788.63080,1180.14233 
0.43200,1036.40833,-770.84821,1180.15478 
0.45600,1036.44214,-751.73840,1180.16614 
0.48000,1036.47705,-731.30157,1180.17664 
0.50400,1036.51306,-709.53772,1180.18579 
0.52800,1036.55029,-686.44714,1180.19360 
0.55200,1036.58899,-662.02997,1180.20007 
0.57600,1036.62903,-636.28650,1180.20471 
0.60000,1036.67078,-609.21704,1180.20752 
0.62400,1036.71423,-580.82208,1180.20813 
0.64800,1036.75964,-551.10211,1180.20654 
0.67200,1036.80688,-520.05774,1180.20239 
0.69600,1036.85608,-487.68955,1180.19556 
0.72000,1036.90747,-453.99844,1180.18591 
0.74400,1036.96106,-418.98529,1180.17346 
0.76800,1037.01685,-382.65118,1180.15808 
0.79200,1037.07495,-344.99719,1180.14014 
0.81600,1037.13538,-306.02457,1180.11987 
0.84000,1037.19824,-265.73450,1180.09790 
0.86400,1037.26367,-224.12822,1180.07519 
0.88800,1037.33179,-181.20682,1180.05286 
0.91200,1037.40271,-136.97115,1180.03235 
0.93600,1037.47681,-91.42258,1180.01563 
0.96000,1037.54346,-44.69014,1180.00452 
0.98400,1037.56824,2.66187,1180.00122 
1.00800,1037.53699,49.97726,1180.00659 
1.03200,1037.46728,96.60200,1180.01941 
1.05600,1037.39356,142.00594,1180.03748 
1.08000,1037.32312,186.09454,1180.05884 
1.10400,1037.25549,228.86883,1180.08166 
1.12800,1037.19055,270.32785,1180.10461 
1.15200,1037.12817,310.47049,1180.12647 
1.17600,1037.06812,349.29550,1180.14661 
1.20000,1037.01050,386.80164,1180.16419 
1.22400,1036.95520,422.98776,1180.17920 
1.24800,1036.90210,457.85269,1180.19128 
1.27200,1036.85120,491.39545,1180.20044 
1.29600,1036.80237,523.61511,1180.20679 
1.32000,1036.75549,554.51093,1180.21045 
1.34400,1036.71069,584.08221,1180.21167 
1.36800,1036.66760,612.32831,1180.21057 
1.39200,1036.62622,639.24884,1180.20740 
1.41600,1036.58655,664.84338,1180.20251 
1.44000,1036.54822,689.11151,1180.19580 
1.46400,1036.51135,712.05304,1180.18774 
1.48800,1036.47559,733.66779,1180.17822 
1.51200,1036.44092,753.95551,1180.16773 
1.53600,1036.40735,772.91608,1180.15601 
1.56000,1036.37463,790.54944,1180.14343 
1.58400,1036.34277,806.85559,1180.13013 
1.60800,1036.31177,821.83453,1180.11609 
1.63200,1036.28174,835.48639,1180.10169 
1.65600,1036.25269,847.81134,1180.08704 
1.68000,1036.22485,858.80963,1180.07239 
1.70400,1036.19873,868.48163,1180.05798 
1.72800,1036.17456,876.82776,1180.04431 
1.75200,1036.15283,883.84863,1180.03174 
1.77600,1036.13428,889.54480,1180.02075 
1.80000,1036.11926,893.91681,1180.01172 
1.82400,1036.10840,896.96704,1180.00513 
1.84800,1036.10229,898.78632,1180.00147 
1.87200,1036.10022,899.67822,1180.00024 
1.89600,1036.09985,899.97321,1180.00000 
1.92000,1036.09985,900.00000,1180.00000 
1.94400,1036.09973,899.99835,1180.00110 
