0.00000,1036.10107,-899.99908,979.99939 
0.02400,1036.10107,-899.99908,979.99939 
0.04800,1036.10107,-899.99908,979.99939 
0.07200,1036.10095,-899.95551,979.99945 
0.09600,1036.10107,-899.60999,979.99976 
0.12000,1036.10254,-898.62994,980.00067 
0.14400,1036.10718,-896.68463,980.00275 
0.16800,1036.11560,-893.48645,980.00617 
0.19200,1036.12732,-888.96234,980.01080 
0.21600,1036.14209,-883.11377,980.01660 
0.24000,1036.15979,-875.94037,980.02338 
0.26400,1036.18018,-867.44190,980.03113 
0.28800,1036.20300,-857.61804,980.03961 
0.31200,1036.22803,-846.46851,980.04871 
0.33600,1036.25513,-833.99304,980.05823 
0.36000,1036.28418,-820.19141,980.06812 
0.38400,1036.31494,-805.06342,980.07813 
0.40800,1036.34741,-788.60883,980.08820 
0.43200,1036.38147,-770.82758,980.09815 
0.45600,1036.41699,-751.71954,980.10785 
0.48000,1036.45410,-731.28479,980.11713 
0.50400,1036.49255,-709.52319,980.12585 
0.52800,1036.53272,-686.43494,980.13385 
0.55200,1036.57422,-662.02008,980.14093 
0.57600,1036.61743,-636.27881,980.14691 
0.60000,1036.66223,-609.21149,980.15149 
0.62400,1036.70862,-580.81842,980.15454 
0.64800,1036.75659,-551.10004,980.15582 
0.67200,1036.80627,-520.05695,980.15503 
0.69600,1036.85767,-487.68976,980.15198 
0.72000,1036.91077,-453.99936,980.14648 
0.74400,1036.96558,-418.98663,980.13837 
0.76800,1037.02222,-382.65265,980.12769 
0.79200,1037.08057,-344.99860,980.11444 
0.81600,1037.14099,-306.02570,980.09888 
0.84000,1037.20337,-265.73532,980.08154 
0.86400,1037.26794,-224.12866,980.06311 
0.88800,1037.33496,-181.20691,980.04468 
0.91200,1037.40491,-136.97098,980.02747 
0.93600,1037.47790,-91.42226,980.01324 
0.96000,1037.54394,-44.68975,980.00378 
0.98400,1037.56860,2.66226,980.00104 
1.00800,1037.53760,49.97764,980.00555 
1.03200,1037.46863,96.60244,980.01648 
1.05600,1037.39587,142.00655,980.03180 
1.08000,1037.32654,186.09541,980.04962 
1.10400,1037.25989,228.87003,980.06842 
1.12800,1037.19568,270.32938,980.08691 
1.15200,1037.13367,310.47229,980.10413 
1.17600,1037.07373,349.29748,980.11938 
1.20000,1037.01563,386.80365,980.13220 
1.22400,1036.95923,422.98950,980.14246 
1.24800,1036.90478,457.85394,980.15008 
1.27200,1036.85193,491.39587,980.15509 
1.29600,1036.80090,523.61444,980.15765 
1.32000,1036.75147,554.50879,980.15802 
1.34400,1036.70374,584.07831,980.15637 
1.36800,1036.65759,612.32245,980.15295 
1.39200,1036.61316,639.24072,980.14801 
1.41600,1036.57019,664.83289,980.14179 
1.44000,1036.52881,689.09863,980.13446 
1.46400,1036.48901,712.03772,980.12622 
1.48800,1036.45068,733.65008,980.11731 
1.51200,1036.41370,753.93567,980.10785 
1.53600,1036.37830,772.89441,980.09802 
1.56000,1036.34448,790.52643,980.08795 
1.58400,1036.31213,806.83173,980.07776 
1.60800,1036.28149,821.81049,980.06763 
1.63200,1036.25256,835.46289,980.05768 
1.65600,1036.22546,847.78906,980.04810 
1.68000,1036.20056,858.78943,980.03894 
1.70400,1036.17786,868.46411,980.03046 
1.72800,1036.15759,876.81342,980.02277 
1.75200,1036.14014,883.83777,980.01593 
1.77600,1036.12549,889.53735,980.01025 
1.80000,1036.11414,893.91248,980.00574 
1.82400,1036.10608,896.96503,980.00250 
1.84800,1036.10156,898.78577,980.00067 
1.87200,1036.10010,899.67816,980.00006 
1.89600,1036.09985,899.97321,980.00000 
1.92000,1036.09985,900.00000,980.00000 
1.94400,1036.10095,899.99945,979.99921 
