time,y,z,delta_y,delta_t,Vy,Impacto
0.0,-899.99902,1180.00147,,,,
0.024,-899.99902,1180.00147,0.0,0.024,0.0,-899.99902
0.048,-899.99902,1180.00147,0.0,0.024,0.0,-899.99902
0.072,-899.95551,1180.00122,0.043509999999969295,0.023999999999999994,1.8129166666653878,-899.1373633818946
0.096,-899.61017,1180.0011,0.3453399999999647,0.024000000000000007,14.38916666666519,-893.1165190439742
0.12,-898.63086,1180.00232,0.979310000000055,0.023999999999999994,40.804583333335636,-880.2162618713538
0.144,-896.68707,1180.00586,1.9437900000000354,0.023999999999999994,80.9912500000015,-860.1367318062923
0.168,-893.49127,1180.01245,3.195799999999963,0.02400000000000002,133.15833333333168,-833.3985795347505
0.192,-888.97015,1180.02148,4.521119999999996,0.023999999999999994,188.37999999999988,-803.9566120075561
0.216,-883.12476,1180.03247,5.845389999999952,0.023999999999999994,243.55791666666474,-773.2101183081963
0.24,-875.95459,1180.0448,7.170169999999985,0.023999999999999994,298.7570833333328,-741.1292547496018
0.264,-867.45904,1180.05835,8.495550000000094,0.02400000000000002,353.98125000000357,-707.711729003673
0.288,-857.63763,1180.07239,9.821410000000014,0.023999999999999966,409.22541666666785,-672.9593175078805
0.312,-846.48999,1180.08691,11.14763999999991,0.02400000000000002,464.48499999999586,-636.8737186632343
0.336,-834.01569,1180.10132,12.474300000000085,0.02400000000000002,519.7625000000031,-599.4533742509933
0.36,-820.21448,1180.11548,13.80120999999997,0.023999999999999966,575.0504166666663,-560.7014189273685
0.384,-805.08618,1180.12927,15.128299999999967,0.02400000000000002,630.3458333333314,-520.6189889475429
0.408,-788.6308,1180.14233,16.45537999999999,0.023999999999999966,685.640833333334,-479.209667004171
0.432,-770.84821,1180.15478,17.782590000000027,0.02400000000000002,740.9412500000005,-436.4706905868781
0.456,-751.7384,1180.16614,19.10981000000004,0.02400000000000002,796.2420833333342,-392.4043061331294
0.48,-731.30157,1180.17664,20.436829999999986,0.023999999999999966,851.534583333334,-347.01466240849203
0.504,-709.53772,1180.18579,21.763849999999934,0.02400000000000002,906.8270833333298,-300.2979986838566
0.528,-686.44714,1180.1936,23.090580000000045,0.02400000000000002,962.107500000001,-252.26005801642805
0.552,-662.02997,1180.20007,24.417169999999942,0.02400000000000002,1017.38208333333,-202.89815985938134
