time,y,z,delta_y,delta_t,Vy,Impacto
0.0,-899.99933,379.99881,,,,
0.024,-899.99933,379.99881,0.0,0.024,0.0,-899.99933
0.048,-899.99933,379.99881,0.0,0.024,0.0,-899.99933
0.072,-899.95575,379.99902,0.043580000000019936,0.023999999999999994,1.8158333333341645,-899.5900455817106
0.096,-899.61023,379.99927,0.34551999999996497,0.024000000000000007,14.396666666665203,-896.7107763376029
0.12,-898.63013,379.99927,0.9800999999999931,0.023999999999999994,40.83749999999972,-890.4055567929042
0.144,-896.68451,379.99872,1.9456199999999626,0.023999999999999994,81.06749999999846,-880.3577126087241
0.168,-893.48584,379.99734,3.198669999999993,0.02400000000000002,133.27791666666624,-866.6439916372399
0.192,-888.96118,379.9953,4.52466000000004,0.023999999999999994,188.5275000000017,-850.9921998885637
0.216,-883.11194,379.99271,5.849240000000009,0.023999999999999994,243.71833333333376,-834.0276602470427
0.24,-875.93793,379.98959,7.174009999999953,0.023999999999999994,298.91708333333145,-815.736756208104
0.264,-867.4389,379.98605,8.499030000000062,0.02400000000000002,354.12625000000224,-796.1187342778244
0.288,-857.61456,379.98209,9.824340000000007,0.023999999999999966,409.3475000000009,-775.1729687935922
0.312,-846.46484,379.97778,11.149720000000002,0.02400000000000002,464.5716666666663,-752.901235899785
0.336,-833.98932,379.97314,12.47551999999996,0.02400000000000002,519.8133333333312,-729.3001785485277
0.36,-820.18787,379.96829,13.801450000000045,0.023999999999999966,575.0604166666694,-704.3721002937724
0.384,-805.0603,379.96326,15.127569999999992,0.02400000000000002,630.3154166666658,-678.116307641601
0.408,-788.60638,379.95807,16.45392000000004,0.023999999999999966,685.5800000000027,-650.5322349293958
0.432,-770.82599,379.95285,17.780389999999898,0.02400000000000002,740.8495833333284,-621.62068522935
0.456,-751.71899,379.94763,19.107000000000085,0.02400000000000002,796.1250000000028,-591.3813507101509
0.48,-731.2854,379.9425,20.43358999999998,0.023999999999999966,851.3995833333338,-559.815594022261
0.504,-709.52508,379.93756,21.76031999999998,0.02400000000000002,906.6799999999984,-526.9219325152212
0.528,-686.43817,379.93286,23.08690999999999,0.02400000000000002,961.954583333332,-492.7028558273308
0.552,-662.0246,379.92856,24.41357000000005,0.02400000000000002,1017.2320833333345,-457.1565317298649
0.576,-636.28467,379.92474,25.73992999999996,0.02399999999999991,1072.4970833333357,-420.2863651020067
0.6,-609.21844,379.92157,27.06623000000002,0.02400000000000002,1127.759583333333,-382.09040196807064
0.624,-580.82636,379.91913,28.392079999999964,0.02400000000000002,1183.0033333333308,-342.5723650385455
0.648,-551.10876,379.91763,29.71760000000006,0.02400000000000002,1238.2333333333347,-301.73157732558707
0.672,-520.06622,379.91721,31.042539999999917,0.02400000000000002,1293.439166666662,-259.5707167205383
0.696,-487.69925,379.918,32.36697000000004,0.02399999999999991,1348.6237500000066,-216.08970581381834
0.72,-454.00876,379.9202,33.69049000000001,0.02400000000000002,1403.7704166666658,-171.29281123157773
0.744,-418.99564,379.92386,35.013120000000015,0.02400000000000002,1458.8799999999994,-125.18075514250393
0.768,-382.66095,379.92911,36.334689999999966,0.02400000000000002,1513.945416666664,-77.75602411270978
0.792,-345.00589,379.93588,37.65505999999999,0.02400000000000002,1568.9608333333315,-29.02099296134429
0.816,-306.0318,379.94412,38.97409000000005,0.02399999999999991,1623.9204166666748,21.02182349244373
0.84,-265.74005,379.95352,40.29174999999998,0.02400000000000002,1678.8229166666642,72.37080350168753
0.864,-224.13205,379.96375,41.608000000000004,0.02400000000000002,1733.6666666666654,125.02420140377927
0.888,-181.20906,379.97415,42.92299,0.02400000000000002,1788.457916666665,178.98201593352005
0.912,-136.97212,379.98398,44.236940000000004,0.02400000000000002,1843.2058333333318,234.24505323528885
0.936,-91.42275,379.99219,45.549369999999996,0.02400000000000002,1897.8904166666648,290.80776535771383
0.96,-44.69002,379.99765,46.73273,0.02399999999999991,1947.1970833333405,347.4707381394206
0.984,2.66181,379.9993,47.35183,0.02400000000000002,1972.992916666665,400.0177862523797
1.008,49.9768,379.99664,47.314989999999995,0.02400000000000002,1971.4579166666647,447.0236309846015
1.032,96.6012,379.99033,46.62440000000001,0.02400000000000002,1942.683333333332,487.85289986421765
1.056,142.00507,379.98154,45.40386999999998,0.02400000000000002,1891.8279166666644,523.0146125981663
1.08,186.09399,379.97138,44.08892,0.02400000000000002,1837.0383333333318,556.06904373104
1.104,228.86893,379.96082,42.774940000000015,0.02400000000000002,1782.2891666666658,587.8176346823105
1.128,270.32886,379.95059,41.459930000000014,0.0239999999999998,1727.4970833333484,618.2425723212659
1.152,310.47247,379.94128,40.14360999999997,0.02400000000000002,1672.650416666664,647.3401970095956
1.176,349.29846,379.93326,38.82598999999999,0.02400000000000002,1617.7495833333314,675.1092926629642
1.2,386.80539,379.92676,37.50693000000001,0.02400000000000002,1562.788749999999,701.5472444622177
1.224,422.99191,379.92181,36.18652000000003,0.02400000000000002,1507.7716666666665,726.6534576482383
1.248,457.85681,379.91843,34.86489999999998,0.02400000000000002,1452.7041666666644,750.4278970401754
1.272,491.39902,379.91653,33.54221000000001,0.02400000000000002,1397.5920833333325,772.8706674571804
1.296,523.61762,379.91602,32.21859999999998,0.02400000000000002,1342.4416666666648,793.9821076340559
1.32,554.51178,379.91669,30.894160000000056,0.02400000000000002,1287.2566666666678,813.7621428116853
1.344,584.08081,379.91843,29.569029999999998,0.02400000000000002,1232.0429166666654,832.2112578092167
1.368,612.32434,379.92105,28.243529999999964,0.02400000000000002,1176.8137499999975,849.331767927566
1.392,639.24188,379.92441,26.91754000000003,0.0239999999999998,1121.5641666666772,865.122176178893
1.416,664.83313,379.92834,25.591249999999945,0.02400000000000002,1066.30208333333,879.5837769606072
1.44,689.0979,379.93277,24.26477,0.02400000000000002,1011.0320833333324,892.7173033449067
1.464,712.03601,379.93756,22.93811000000005,0.02400000000000002,955.7545833333346,904.5226592474419
1.488,733.64746,379.9426,21.61144999999999,0.02400000000000002,900.4770833333322,915.001355149976
1.512,753.93219,379.94778,20.284729999999968,0.02400000000000002,845.1970833333312,924.152827558589
1.536,772.8902,379.95306,18.95801000000006,0.02400000000000002,789.9170833333351,931.977579967203
1.56,790.52161,379.95834,17.63140999999996,0.02400000000000002,734.642083333331,938.4767393636582
1.584,806.82654,379.96353,16.304930000000013,0.02400000000000002,679.3720833333333,943.6504257479578
1.608,821.80512,379.96863,14.978579999999965,0.02400000000000002,624.107499999998,947.498853035753
1.632,835.45758,379.97351,13.65246000000002,0.0239999999999998,568.8525000000055,950.0230903835823
1.656,847.78406,379.97812,12.326479999999947,0.02400000000000002,513.6033333333306,951.2225225505584
1.68,858.78485,379.98242,11.000790000000052,0.02400000000000002,458.36625000000174,951.098698271491
1.704,868.46014,379.98639,9.675290000000018,0.02400000000000002,403.13708333333375,949.6509683898404
1.728,876.81024,379.9899,8.350099999999998,0.02400000000000002,347.92083333333295,946.8806498934507
1.752,883.83539,379.99298,7.02514999999994,0.02400000000000002,292.71458333333055,942.7873953727465
1.776,889.53571,379.99551,5.700320000000033,0.02400000000000002,237.51333333333451,937.3703178398866
1.8,893.9115,379.9975,4.375790000000052,0.02400000000000002,182.32458333333534,930.6312277766334
1.824,896.9646,379.99893,3.053099999999972,0.02400000000000002,127.21249999999873,922.5848881936375
1.848,898.78565,379.99969,1.8210500000000138,0.02400000000000002,75.87708333333384,914.0671100946658
1.872,899.6781,379.99997,0.8924499999999398,0.02400000000000002,37.185416666664125,907.1671525034917
1.896,899.97321,380.0,0.2951100000000224,0.0239999999999998,12.296250000001036,902.4496448527153
